id	active	category	question	optionA	optionB	optionC	optionD	correctAnswer	learn	whyMatters	deepDive	imageRef	notes
110	YES	Biomech	The concept of 'dynamic load factor' in tree biomechanics refers to:	Static weight of the tree	Amplification of forces during movement such as swaying	Soil bearing capacity	Root growth rate	1	Dynamic loading occurs during motion - wind-induced sway creates forces much greater than static weight due to acceleration and momentum	Trees in motion experience forces 2-3x their static weight. Swaying amplifies loads through oscillation. Resonance can further increase forces. Critical factor in wind-loading failure	Dynamic loading mechanics: STATIC LOAD - Tree's own weight. Constant. Predictable. Wood and roots designed to support this easily.<br>DYNAMIC LOAD - Forces from movement. Wind causes sway. Acceleration creates additional forces. Can be 2-4x static load depending on frequency and amplitude.<br>AMPLIFICATION - Oscillation back and forth builds amplitude. Each cycle adds energy if frequency matches natural sway period. Resonance can dramatically increase forces. Damping (friction) dissipates some energy but not all.<br>Natural frequency: SWAY PERIOD - Time for tree to complete one back-and-forth oscillation. Depends on height mass and flexibility. Tall slender trees have longer periods. RESONANCE - If wind gusts match natural frequency amplitude increases dramatically. Catastrophic loading possible. Most dangerous scenario. DAMPING - Foliage crown friction internal wood friction dissipate energy. Reduce amplitude. Leafless trees (winter) have less damping and can develop higher amplitudes.<br>Wind loading scenarios: STEADY WIND - Creates constant bending load. Trees lean but load relatively predictable. GUSTY WIND - Variable force. Can excite natural frequency. Dynamic amplification. TURBULENT WIND - Chaotic gusts. Most dangerous. Can catch tree at maximum displacement and add force. Storm conditions.<br>Failure mechanisms: TRUNK SNAP - Maximum bending stress exceeds wood strength. Usually at point of maximum stress (often mid-height or at defects). ROOT PLATE FAILURE - Dynamic forces exceed anchorage capacity. Roots fail in tension or soil fails in shear. Tree overturns. BRANCH FAILURE - Branches have own natural frequencies. Can fail while stem remains.<br>Risk factors for dynamic failure: TALL SLENDER FORM - High natural frequency. Large amplitude potential. OPEN GROWN - Sudden exposure to wind. Not adapted. DECAY/DEFECTS - Reduce strength. Failure occurs at lower load. SHALLOW ROOTS - Inadequate anchorage. SATURATED SOIL - Reduced soil strength. Roots fail more easily.<br>Species variation: FLEXIBLE SPECIES (willow poplar) - Bend more. Avoid snap failure but may uproot. RIGID SPECIES (oak) - Less flexible. More prone to stem snap. BRITTLE WOOD - Fails suddenly without warning.<br>Assessment implications: Don't only consider static loads. Dynamic amplification is critical in storms. Trees that survive normal winds can fail in storms due to dynamic effects. Gusts matching natural frequency are worst case - consider site wind patterns	none	
111	YES	Disease	Nectria canker (Neonectria ditissima) on apple and beech causes:	Enhanced growth	Sunken cankers with concentric ridges and branch dieback	Improved flowering	Stronger roots	1	Nectria canker forms distinctive target-like lesions with concentric rings of dead tissue and callus - progressive disease that girdles branches and causes dieback	Fungus kills cambium in annual cycles. Tree attempts to callus over. Next year fungus advances again. Creates characteristic concentric pattern	Nectria canker: PATHOGEN - Neonectria ditissima (formerly Nectria galligena). Fungal disease.<br>HOSTS - Apples pears most commonly. Also beech birch ash maple. Common in UK.<br>SYMPTOMS - Sunken elliptical cankers on branches and stems. Concentric rings visible (target-like pattern). Each ring equals one year of growth. Callus ridges surround canker. Cracked bark in center. Red pustules (fruiting bodies) on canker surface autumn/winter. Branch dieback beyond canker.<br>PROGRESSION - Fungus infects through wounds (pruning cuts frost damage). Kills cambium and underlying tissue. Tree produces callus attempting to wall off infection. Fungus breaks through callus next growing season. Advances further. Repeated annually. Eventually girdles branch.<br>FAVORABLE CONDITIONS - Wet springs and autumns. Wounds and frost cracks provide entry. Stressed trees more susceptible.<br>Impact: BRANCH GIRDLING - Canker expands around circumference. Cuts off vascular transport. Branch dies beyond canker. WEAKENING - Cankered branches prone to breakage. Structural integrity reduced. YIELD LOSS - In fruit trees reduces fruiting. Dieback impacts production. TREE DECLINE - Severe infections on main stem or scaffold branches can kill entire tree.<br>Management: PRUNING - Remove infected branches. Cut well below canker into healthy wood. Dispose of infected material (burn - don't compost). TIMING - Prune during dry periods. Minimizes spore spread. Avoid wet weather. WOUND PROTECTION - Minimize unnecessary wounds. Proper pruning technique. Paint large wounds with protective coating (controversial - may trap moisture). SANITATION - Clean tools between cuts. Sterilize with disinfectant. RESISTANT VARIETIES - Some apple cultivars more resistant. Select appropriately. CANKER REMOVAL - On valuable trees may attempt to excise cankers surgically. Remove diseased tissue back to healthy wood. Limited success.<br>Prognosis: Progressive disease. Won't resolve without intervention. Removal of infected material essential. Severe infections may require tree removal.<br>Recognition: CONCENTRIC RINGS diagnostic. Target pattern unmistakable. RED PUSTULES (perithecia) confirm Nectria. Visible in autumn/winter with hand lens.<br>Compare to other cankers: NECTRIA - Concentric target pattern. Red fruiting bodies. BACTERIAL CANKER - Sunken with gumming. No concentric pattern. PHYTOPHTHORA - Bleeding canker. Tarry exudate. Lower stem. Different appearance.<br>Specific ID important for appropriate management	none	
112	YES	Defect	A large wound with extensive decay but strong compensatory growth (thick callus ridges and buttressing around defect) suggests:	Immediate failure	Tree is actively managing the defect and may be stable	Certain death within months	No structural implications	1	Vigorous compensatory growth shows tree is responding to structural stress by reinforcing the area - indicates vitality and successful adaptation	Tree detects stress around wound and adds wood where needed. Callus tissue attempts to close wound. Buttressing reinforces weak area. Signs of active healthy response	Compensatory growth assessment: CALLUS FORMATION - Wound wood rolls over injury edges. Attempts to close wound and compartmentalize decay. Vigorous callus indicates good tree vitality.<br>BUTTRESSING - Ribs or flanges of wood form adjacent to defect. Transfer loads around weak area. Thickened growth on stressed sides.<br>ECCENTRIC GROWTH RINGS - Growth rings wider on loaded sides. Visible evidence of wood placement where stress is highest. Axiom of Uniform Stress in action.<br>Interpretation: COMPENSATION PRESENT - Tree is RESPONDING. Has vigor. Is ADAPTING to structural situation. Positive sign. AMOUNT OF COMPENSATION - Extensive indicates tree working hard to manage problem. Marginal indicates limited capacity or recent damage. CONTINUING vs OLD - Active ongoing callusing vs old static callus. Ongoing better - shows continued vitality.<br>Risk assessment with compensation: DEFECT SIZE vs COMPENSATION - Large defect with good compensation may be acceptable. Same defect with no compensation is higher risk. SHELL ADEQUACY - Even with compensation must evaluate remaining shell thickness. Compensation doesn't eliminate risk just reduces it. LOADING - Consider wind exposure crown size. Forces acting on compromised area. TIME FRAME - Compensation takes years. Recent large wound hasn't had time to compensate yet - higher immediate risk.<br>Management implications: RETAIN AND MONITOR - Trees showing strong compensation often can be retained. Regular inspection to ensure compensation continues and defect doesn't propagate. REDUCE LOADING IF CONCERNED - Crown reduction can lessen forces on defect area. Gives tree time to continue compensating. RESPECT THE RESPONSE - Don't remove compensatory growth thinking it's abnormal. It's the tree's adaptation. Critical.<br>Absence of compensation: DECLINING TREES - No compensatory response indicates limited vigor. Tree cannot respond to stress. Higher concern. RECENT DAMAGE - Too soon for compensation to develop. Re-assess in future to see if response occurs. EXTREME STRESS - Sometimes stress so severe tree cannot mount effective response. Poor prognosis.<br>Species variation: Fast-growing species (willow poplar lime) produce vigorous callus quickly. Slow-growing species (oak beech) compensate more slowly but effectively. Species-specific expectations matter.<br>Veteran trees: Ancient trees often show extensive compensatory growth around historic wounds. This is how they've survived centuries. Compensation is key to longevity. Respect and protect it	none	
113	YES	Pest	Emerald Ash Borer (Agrilus planipennis) is a serious threat because:	It improves ash timber	It kills ash trees rapidly and is difficult to control once established	It only affects dead ash	It prevents ash dieback	1	EAB larvae bore under bark disrupting vascular tissue and killing ash trees typically within 2-4 years of infestation - devastating invasive pest	Not yet present in UK but established in North America and European Russia. Would be catastrophic if it arrived. Kills nearly all ash trees. Combines with ash dieback for double threat	Emerald Ash Borer: DESCRIPTION - Metallic green beetle 8-14mm long. Larvae white flattened feed under bark. D-shaped exit holes 3-4mm diagnostic.<br>HOSTS - All ash species (Fraxinus). Healthy trees attacked - doesn't require stress or disease. High host specificity.<br>DAMAGE - Larvae bore galleries under bark in cambium and phloem. Disrupts vascular transport. Girdling effect. Crown dieback yellowing thinning. Tree death typically 2-4 years. Woodpecker damage on trunk (birds feed on larvae). D-shaped exit holes.<br>LIFECYCLE - Adults emerge May-July. Feed on ash foliage. Females lay eggs in bark crevices. Larvae hatch bore into bark. Feed under bark for 1-2 years. Pupate under bark. Adults emerge through D-shaped holes.<br>SPREAD - Adults fly up to 10km. Long-distance spread via infested ash firewood and nursery stock. Easily transported.<br>STATUS - Not in UK (as of 2024). Established in North America (widespread - millions of trees killed). Present in European Russia. Expanding westward. High priority for UK surveillance.<br>IMPACT IF ESTABLISHED UK - Would kill most UK ash (already stressed by ash dieback). Double impact of two deadly threats. Landscape change. Ecological devastation.<br>Management if found: IMMEDIATE NOTIFICATION - Notifiable quarantine pest. Report to APHA immediately. QUARANTINE - No movement of ash wood or material from area. Strict biosecurity. ERADICATION ATTEMPTS - Extensive tree removal around infested area. Create buffer zones. Intensive surveillance. BIOLOGICAL CONTROL - Parasitoid wasps being researched. Natural enemies from native range. Shows promise but not yet fully effective.<br>Challenges: DIFFICULT TO DETECT EARLY - Symptoms appear after years of infestation. HARD TO CONTROL - Insecticides difficult to apply to large trees. Expensive. Environmental concerns. RAPID SPREAD - Adults disperse readily. Firewood movement spreads long distances.<br>Prevention: BIOSECURITY - Don't import ash wood from abroad. Burn firewood locally (don't transport). Inspect ash regularly. Report suspicious signs. PUBLIC AWARENESS - Recognize symptoms. Know D-shaped holes. Report sightings.<br>Prognosis if established: Without effective control EAB would likely kill 90%+ of UK ash. Combined with ash dieback equals near-total loss of species from landscape. Worst-case scenario for ash	none	
114	YES	Biomech	Trees with high slenderness ratio (height to diameter ratio greater than 80) are at increased risk of:	Improved stability	Buckling failure under self-weight or wind loading	Enhanced growth	Better anchorage	1	Slender trees are more prone to buckling - tall stems with inadequate taper act like tall thin columns that can buckle under compression or bending loads	Slenderness ratio H/D (height divided by diameter at base) indicates buckling risk. Greater than 80 concerning. Greater than 100 high risk. Common in suppressed then suddenly released trees	Slenderness ratio: DEFINITION - Height (H) divided by diameter at breast height (DBH). Dimensionless number.<br>INTERPRETATION - Less than 50 = stable stocky tree. 50-80 = normal range. Greater than 80 = slender vulnerable to buckling. Greater than 100 = high risk.<br>MEASUREMENT - Height in meters. DBH in centimeters (measured at 1.3m height). H/D ratio calculated.<br>Causes of high slenderness: SUPPRESSION - Tree grows in dense stand. Competes for light. Grows tall seeking light but remains slender due to crowding. LIMITED CROWN - Small crown produces limited photosynthate. Cannot support thickening. SUDDEN RELEASE - Thinning or adjacent tree fall. Suddenly exposed to wind. Not adapted. Tall slender stem vulnerable.<br>Buckling mechanics: COMPRESSION LOADING - Wind creates compression on leeward side. Slender stem may buckle like column. BENDING - Combined bending and compression. Buckling occurs on compression side. CRITICAL HEIGHT - For given diameter there is maximum stable height. Beyond this buckling occurs. Slenderness ratio predicts this.<br>Risk factors: POOR TAPER - Stem same diameter top to bottom. Inefficient structure. WEAK WOOD - Species with soft weak wood more vulnerable. WIND EXPOSURE - Sudden exposure after thinning. Not wind-firm. TOP-HEAVY CROWN - Heavy crown on slender stem. High center of gravity.<br>Management: GRADUAL THINNING - Don't suddenly expose slender trees. Thin gradually over years. Allows adaptation. REDUCE HEIGHT - Topping or crown reduction. Reduces H/D ratio. Lowers center of gravity. ACCEPT LOSSES - Some slender trees will fail after thinning. Unavoidable. FUTURE MANAGEMENT - Thin stands earlier. Prevent development of high slenderness.<br>Species variation: Fast-growing softwoods (Sitka spruce) prone to high slenderness in plantations. Hardwoods usually develop better taper naturally.<br>Assessment: Calculate H/D ratio. Greater than 80 indicates elevated risk. Examine taper - parallel stem worse than tapered. Consider exposure level. Prioritize for reduction or removal if over targets.<br>Natural selection: In forests slender trees often fail naturally. This is normal thinning process. Self-thinning. In amenity settings failures create risk - must manage proactively	none	
115	YES	Disease	Honey fungus (Armillaria) is particularly problematic because:	It only affects deadwood	It can spread through soil via rhizomorphs attacking living roots of healthy trees	It improves soil quality	It grows only above ground	1	Armillaria spreads underground through bootlace-like rhizomorphs that can travel several meters and infect new hosts - aggressive root pathogen that kills trees	Rhizomorphs spread independently of root contact. Survive in soil for years. Can bridge gaps. Infect susceptible hosts when roots contact. Very difficult to control once established	Armillaria (Honey Fungus): SPECIES - Several Armillaria species. A. mellea most pathogenic and aggressive. A. gallica less virulent. A. ostoyae A. cepistipes A. tabescens.<br>SPREAD MECHANISMS - ROOT CONTACT - Direct spread tree-to-tree where roots touch. RHIZOMORPHS - Black/brown bootlace structures. Grow through soil independently. Travel 3-5+ meters. Infect when they contact roots. Highly persistent.<br>HOSTS - Very broad host range. Attacks hundreds of tree and shrub species. Especially conifers stressed trees recently transplanted. Some species resistant (many conifers Robinia).<br>SYMPTOMS - Crown thinning yellowing dieback. White mycelial fans under bark at root collar (DIAGNOSTIC - this is the gold standard for ID). Black rhizomorphs in soil under bark on roots. Honey-colored toadstools autumn (not always present). Resinosis in conifers.<br>DECAY TYPE - White rot of roots and root collar. Rarely extends up stem. Progressive. Fatal.<br>IMPACT - Causes root plate failure and windthrow. Tree stability compromised before obvious crown symptoms. Sudden failure possible.<br>Detection: ROOT COLLAR EXCAVATION - Essential. Remove soil expose root flare. Peel back bark. Look for white mycelial fans (definitive diagnostic). Probe for rhizomorphs in soil. TOADSTOOLS - If present confirm Armillaria but absence doesn't rule it out. Fruit intermittently. DIAGNOSTIC CERTAINTY - Mycelial fans are POSITIVE ID. Nothing else looks like this.<br>Management challenges: NO CURE - Cannot treat infected trees. Progression inevitable. PERSISTENCE - Rhizomorphs and mycelium survive in stumps and dead roots for years (A. mellea) or decades. Site remains infectious. SPREAD - Difficult to prevent. Physical barriers (trenching to 1m depth) sometimes attempted. Often impractical. Removing stumps and major roots reduces inoculum but difficult and expensive. SUSCEPTIBLE PLANTINGS - New trees on site with Armillaria may become infected. Consider resistant species or accept risk.<br>Species-specific virulence: A. MELLEA - Most aggressive. Attacks wide host range. Persistent rhizomorphs. Worst species. A. GALLICA - Less virulent. Many infected trees survive for years in equilibrium. Still causes problems but less severe. A. OSTOYAE - Particularly affects conifers. Serious in forests.<br>Risk assessment: Trees with Armillaria - Windthrow risk HIGH. Root plate compromised. Minimal warning before failure. URGENT assessment of stability. Probe root plate. Consider pulling test. Assume poor anchorage.<br>Future site use: Sites with Armillaria history - Choose resistant species (Catalpa Cercis Fagus Ginkgo Juglans Robinia some others). Avoid susceptible species (Betula Malus Prunus Sorbus many conifers).<br>Management in landscapes: Remove infected trees including stumps if practical. Inspect adjacent trees. Expect further infections. Monitor closely. Accept that Armillaria is endemic and persistent - cannot be eradicated from landscape	none	
116	YES	Defect	Exposed heartwood with no decay and smooth hard surface indicates:	Active decay in progress	Old wound that has dried and is unlikely to decay further if protected	Fresh injury requiring immediate treatment	Certain decay development	1	Dry exposed heartwood with hard surface is relatively resistant to decay - lack of moisture prevents fungal colonization	Heartwood is dead tissue containing extractives (natural preservatives). When dry fungal spores cannot germinate. Moisture is essential for decay. Hard dry heartwood stable	Heartwood characteristics: STRUCTURE - Dead xylem cells. No living content. Provides structural support only.<br>EXTRACTIVES - Contains phenolic compounds tannins resins. Naturally preserve wood. Resist decay.<br>MOISTURE - Typically lower moisture content than sapwood.<br>DURABILITY - Naturally decay-resistant when dry. Species-dependent - oak cedar naturally durable. Beech less durable.<br>Exposed heartwood scenarios: WOUNDS - Bark and sapwood removed. Heartwood exposed. CAVITIES - Decay removed sapwood leaving heartwood surface. MECHANICAL DAMAGE - Impact or storm damage exposes interior.<br>Decay resistance factors: MOISTURE CONTENT - Below 20-25% most decay fungi cannot grow. Dry heartwood below this threshold. EXPOSED SURFACE - Dries readily. Air circulation removes moisture. EXTRACTIVES - Toxic or inhibitory to many fungi. Natural protection. SPECIES - Oak cedar yew very durable. Beech willow birch less durable.<br>Risk of decay: WET CONDITIONS - Persistent moisture allows colonization. Wood in contact with soil or in cavities with standing water. SAPWOOD ATTACHED - Living sapwood provides moisture and nutrients for fungi. Decay can then spread to heartwood. WOUND CLOSURE - Callus tissue growing over exposure can trap moisture. May actually increase decay risk if covers wound before heartwood dries.<br>Management: ALLOW DRYING - Don't seal wounds. Promotes drying and prevents decay. OLD PRACTICE of wound dressings now discouraged. DRAINAGE - Ensure water doesn't pool in cavities. Drill weep holes if necessary. CLEAN WOUNDS - Remove loose bark jagged edges. Create smooth surface that sheds water. MONITOR - Inspect periodically. Check for softening (decay initiation). Probe to assess condition.<br>Don't fill cavities: OLD PRACTICE - Cavities filled with concrete cement foam. CURRENT UNDERSTANDING - Fills trap moisture increase decay risk. Prevent inspection. Generally NOT recommended. Modern approach - leave open allow drying inspect regularly.<br>Species considerations: DURABLE SPECIES (oak cedar) - Exposed heartwood can remain sound for centuries. Low risk. LESS DURABLE SPECIES (willow poplar) - Decay more likely even when dry. Higher risk.<br>Assessment of old exposure: If heartwood has been exposed for years and remains hard and sound likely to continue. Stable situation. LOW RISK. If heartwood soft or crumbly decay has colonized. ACTIVE DECAY. Higher risk. Probe to assess	none	
117	YES	Pest	Which pest creates distinctive blister-like galls on lime (Tilia) leaves?	Aphids	Eriophyid mites	Scale insects	Caterpillars	1	Eriophyid mites (gall mites) cause characteristic nail galls on lime leaves - small conical projections on upper surface with opening beneath	Mites feed on leaf tissue causing cells to proliferate abnormally. Form protective gall. Distinctive appearance. Common on lime trees. Cosmetic damage only - not serious pest	Lime nail gall (Eriophyes tiliae): DESCRIPTION - Microscopic mites (too small to see without magnification). Cause galls on lime leaves.<br>GALL APPEARANCE - Conical projections 3-5mm tall on UPPER leaf surface. Red pink or green colored. Opening on LOWER surface where mites enter. Numerous galls per leaf (can be hundreds).<br>DAMAGE - Purely aesthetic. No significant harm to tree health. Leaves remain functional despite galls. Common and widespread.<br>LIFECYCLE - Mites overwinter in bark crevices. Emerge spring. Migrate to developing leaves. Feed on leaf cells. Galls form around feeding site. Multiple generations per year. Galls persist through season.<br>HOSTS - Tilia species (limes). Common lime small-leaved lime silver lime. Very common in UK.<br>Management: USUALLY NONE NEEDED - Cosmetic issue only. Tree health not significantly affected. TOLERATE - Accept as natural occurrence. Galls are part of lime tree ecology in UK. NO PRACTICAL CONTROL - Mites protected inside galls. Inaccessible to sprays. Miticides not justified for aesthetic issue. BIOLOGICAL CONTROL - Predatory mites and other predators provide some control naturally.<br>Other eriophyid mites and galls: Many mite species cause galls on various trees. Examples: SYCAMORE PIMPLE GALL - Red pimples on sycamore leaves (Aceria). ASH GALL - Anthracnose-related galls on ash leaves. OAK GALLS - Various species cause different gall types. Generally cosmetic.<br>Distinction from other galls: WASPS - Cause different gall types (oak galls knopper galls). Round or complex shapes. APHIDS - Cause leaf curling and distortion. Sticky honeydew. FUNGAL GALLS - Leaf curl (Taphrina). Different appearance.<br>Recognition: NAIL GALLS on upper leaf surface equals eriophyid mites. LIME HOST plus nail galls equals Eriophyes tiliae. Common identification.<br>Public concern: Often noticed by public who worry about tree health. Reassure that cosmetic only. Tree will be fine. Galls are natural.<br>Lime in urban setting: Limes commonly planted as street and park trees. Nail galls very common. Part of normal lime tree appearance in UK. Don't warrant concern or treatment	none	
118	YES	Biomech	The term 'sudden summer branch drop' (SSBD) refers to:	Branches broken by storms	Large branches failing in calm conditions during summer	Planned pruning	Winter damage appearing in summer	1	SSBD is phenomenon where large branches fail suddenly on calm days in summer without obvious external cause - often on mature trees on hot still days	Also called 'sudden limb drop' or 'summer branch drop'. Occurs without wind or other loading. Branch simply detaches and falls. Mechanism not fully understood. Unpredictable	Sudden Summer Branch Drop: CHARACTERISTICS - Large branches (often scaffold limbs). Fail suddenly without warning. Calm weather conditions (no wind). Hot summer days typical. Clean break or tear at junction. No obvious external defect visible beforehand.<br>SPECIES - Commonly reported on oaks (especially Turkey oak English oak). Also beech cedar elm poplar plane. Mature/veteran trees.<br>PROPOSED MECHANISMS - Internal water stress causing brittle fracture. Hydraulic failure theories. Drying and shrinkage of green wood creating tension. Compression failure of fibers (cell collapse). Hidden internal defects (included bark decay co-dominant stems).<br>TRUTH - Mechanism not definitively proven. Likely multiple factors. Some cases have identifiable defects others apparently sound wood.<br>UNPREDICTABILITY - Cannot reliably predict which branches will fail. No obvious external indicators in many cases. Risk assessment difficult.<br>Risk factors (suspected): OLD TREES - Mature and veteran trees more affected. SUMMER HEAT - Hot days possibly triggers. Water stress theory. LARGE HORIZONTAL LIMBS - Heavy branches with high leverage. SPECIES - Oak beech particularly associated. DROUGHT - Possible contributing factor.<br>Management challenges: CANNOT PREVENT - No reliable way to identify at-risk branches before failure. INSPECTIONS - Regular inspections can identify some risk factors (cracks union defects). But many SSBD branches appeared sound. PRUNING - Reducing long heavy branches reduces risk somewhat. But doesn't eliminate. HAZARD TREES - In high-traffic areas may need to remove trees with history of SSBD. ACCEPT RISK - In low-traffic areas may accept low level of risk. Part of having mature trees.<br>Legal/liability implications: SSBD creates liability concerns. Failure in calm conditions harder to defend than storm damage. INSPECTIONS - Document inspections. Show due diligence. RISK ASSESSMENT - Rate trees near targets. Consider consequences. MANAGEMENT - Take reasonable precautions. But cannot eliminate all risk.<br>Historical context: SSBD recognized for over 100 years. Not new phenomenon. Part of natural tree behavior. More noticed now due to increased liability awareness.<br>Prevention strategies: STRUCTURAL PRUNING - Young trees develop good form. Reduce co-dominance. LOAD REDUCTION - Shorten heavy limbs before they become hazardous. REMOVE RISK TREES - Trees near constant high-traffic targets may warrant removal if SSBD history. SIGNAGE - Temporary closure during high-risk conditions (hot calm summer days) near suspect trees.<br>Research ongoing: Better understanding of mechanisms needed. Improved prediction methods sought. Remains somewhat mysterious despite long recognition	none	
119	YES	Defect	A recent lean with soil cracks radiating from base but no buttressing development indicates:	Long-established stable lean	Recent root failure or movement requiring urgent assessment	Improved stability	Normal seasonal movement	1	Recent lean without adaptive growth is a critical failure sign - soil cracks show root plate has moved and tree is unstable	Trees develop buttressing over years in response to lean. Absence proves lean is recent. Soil cracks show roots failing or have failed. Windthrow imminent	Assessment of leaning trees: RECENT LEAN indicators - Lean increased compared to old photos. No buttressing on tension side (downhill/away from lean). Fresh soil cracks radiating from base. Soil mounding on one side. Exposed roots on opposite side. Crown still oriented to old vertical (not adjusted to new lean).<br>ESTABLISHED LEAN indicators - Buttressing visible on tension side. Eccentric growth rings. Stem curves upward (crown reoriented). No fresh soil cracks. Historical photos show same angle. Root architecture adapted.<br>Soil crack interpretation: RADIAL CRACKS - Extend outward from trunk base. Indicate root plate rotating in soil. Tension side pulling upward compression side pushing down. WIDTH - Wider cracks indicate more movement. Narrow cracks (a few mm) early warning. Wide cracks (cm or more) significant failure. FRESH vs OLD - Fresh cracks have clean edges fresh soil exposed. Old cracks weathered vegetation growing in them. PATTERN - Cracks on one side (tension side typically). Asymmetric distribution.<br>Root plate behavior: INCIPIENT FAILURE - Root plate beginning to rotate. Early stage. Cracks visible but tree still standing. PROGRESSIVE FAILURE - Each wind event causes more movement. Roots fail incrementally. Stability decreases progressively. CATASTROPHIC FAILURE - Root plate fails completely. Windthrow. Tree overturns. Can be sudden with next wind event.<br>Urgency of assessment: RECENT LEAN with soil cracks is EMERGENCY. Imminent failure risk. IMMEDIATE action required. Barriers exclusion zone urgent assessment by specialist. DO NOT DELAY.<br>Investigation: DOCUMENT - Measure lean angle. Photograph cracks and base. Establish baseline. PROBE ROOT PLATE - Steel rod probe around base. Check for movement looseness. Depth of cracking. ROOT EXCAVATION - May carefully excavate to inspect root plate integrity. Extent of damage. PULLING TEST - Consider if safe to approach. Quantify stability. Usually reveals significant movement. HISTORY - Interview owner/manager. When did lean develop? Was there storm wind event other disturbance?<br>Management options: IMMEDIATE REMOVAL - Usually necessary. Tree unstable. Cannot be reliably stabilized. TEMPORARY SUPPORT - Guying or propping sometimes used to stabilize while arranging removal. Dangerous - failure can occur during setup. MONITOR - Rarely appropriate. Only if consequences minimal (remote location no targets). Photograph and measure but assume failure likely.<br>Prognosis: Recent leans with soil cracks rarely recover. Root plate integrity compromised. Progressive failure typical. Removal usually necessary. Don't delay - windthrow can occur any time especially during wind events	none	
120	YES	Pest	Oak galls caused by gall wasps (Cynipidae) are primarily:	Fatal to trees	Cosmetic issues causing little harm to tree health	Signs of root rot	Indicators of drought	1	Most oak galls are caused by tiny wasps that induce abnormal growth - generally harmless to tree health though can be unsightly	Gall wasps lay eggs in oak tissues. Chemical signals cause plant tissue to form gall around larva. Larva feeds inside protected gall. Completes development. Emerges. Tree unharmed. Complex lifecycles. Fascinating ecology	Oak galls (Cynipidae wasps): GALL TYPES - Many species create different galls. Marble galls oak apple galls silk button galls knopper galls spangle galls artichoke galls many others.<br>LOCATION - Leaves buds shoots acorns catkins. Species-specific locations.<br>FORMATION - Adult female wasp oviposits egg into plant tissue. Larva hatches secretes growth regulators. Plant tissue proliferates abnormally forming gall. Larva feeds inside. Protected from predators parasites weather.<br>EMERGENCE - Larva pupates inside gall. Adult wasp emerges. Leaves exit hole. Cycle repeats.<br>IMPACT ON TREE - Minimal. Galls are localized. Tree continues to function. Even heavy infestations usually not harmful. Aesthetic impact only.<br>COMPLEX LIFECYCLES - Many cynipid wasps have alternating sexual and asexual generations. Different galls for each generation. Alternate between oak species sometimes. Remarkable biology.<br>Common UK oak galls: KNOPPER GALLS - On developing acorns. Ridged irregular green/brown galls. Very common. Can reduce acorn crop (but not significant tree health impact). MARBLE GALLS - Spherical smooth green or brown. On leaves or twigs. Common. OAK APPLE - Large (up to 4cm) spongy galls on leaves or twigs. Light green to brown. SPANGLE GALLS - Small disc-like galls on underside of leaves. Many per leaf. Autumn. SILK BUTTON - Small cylindrical galls on underside of leaves. Silvery hairs.<br>Ecological value: Galls support complex food webs. Cynipid wasps. Inquilines (other insects living in galls). Parasitoids. Predators (birds). Part of oak ecosystem. Ancient gall-oak associations.<br>Management: NO CONTROL NEEDED - Galls are harmless. Accept as natural. TOLERATE - Part of oak ecology. Trees will be fine. AESTHETIC CONCERN - If appearance important (ornamental setting) may remove affected branches/leaves. Impractical for large trees. PUBLIC EDUCATION - Explain that galls are not disease. Tree is not dying. Natural phenomenon.<br>Contrast with harmful galls: Most oak galls HARMLESS. Exception: Knopper galls can reduce acorn crop significantly. May affect oak regeneration in some contexts. But adult trees unharmed.<br>Recognition: OAK HOST plus ABNORMAL GROWTH (spherical textured structures) equals likely gall wasps. Identify gall type to confirm. Numerous field guides available.<br>Research interest: Cynipid-oak interactions extensively studied. Model system for insect-plant relationships. Gall formation mechanisms genetic regulation coevolution all research areas.<br>Conservation: Some cynipid species rare. Galls part of biodiversity. Value in veteran oak ecosystems	none	
